incorrect,correct,error_type,language,task
"tarditat","traditat","letter_transposition","sq","albanian_spelling_correction"
"druuar","duruar","letter_transposition","sq","albanian_spelling_correction"
"knotrollon","kontrollon","letter_transposition","sq","albanian_spelling_correction"
"derjtë","drejtë","letter_transposition","sq","albanian_spelling_correction"
"derjton","drejton","letter_transposition","sq","albanian_spelling_correction"
"rjedhore","rrjedhore","digraph_reduction","sq","albanian_spelling_correction"
"korigjoj","korrigjoj","digraph_reduction","sq","albanian_spelling_correction"
"vendora","vendore","case_ending_error","sq","albanian_spelling_correction"
"spese","sepse","letter_transposition","sq","albanian_spelling_correction"
"pasqron","pasqyron","missing_letter","sq","albanian_spelling_correction"
"rjredhore","rrjedhore","letter_transposition","sq","albanian_spelling_correction"
"qdo","çdo","c_q_confusion","sq","albanian_spelling_correction"
"derrë","derë","extra_letter","sq","albanian_spelling_correction"
"mbajne","mbajnë","case_ending_error","sq","albanian_spelling_correction"
"shkuan","shkruan","missing_letter","sq","albanian_spelling_correction"
"vjeetrta","vjetrta","extra_letter","sq","albanian_spelling_correction"
"barazin","barazi","case_ending_error","sq","albanian_spelling_correction"
"ikdcmraeo","idkcmraeo","letter_transposition","sq","albanian_spelling_correction"
"shttatë","shtatë","extra_letter","sq","albanian_spelling_correction"
"nëëën","nëën","extra_letter","sq","albanian_spelling_correction"
"procesin","procesi","case_ending_error","sq","albanian_spelling_correction"
"pralament","parlament","letter_transposition","sq","albanian_spelling_correction"
"doma","dhoma","digraph_reduction","sq","albanian_spelling_correction"
"dittën","ditën","extra_letter","sq","albanian_spelling_correction"
"ndëërton","ndërton","extra_letter","sq","albanian_spelling_correction"
"korrgjoj","korrigjoj","missing_letter","sq","albanian_spelling_correction"
"eduukimi","edukimi","extra_letter","sq","albanian_spelling_correction"
"mësjnë","mësojnë","missing_letter","sq","albanian_spelling_correction"
"kombëtara","kombëtare","case_ending_error","sq","albanian_spelling_correction"
"ktaër","katër","letter_transposition","sq","albanian_spelling_correction"
"tërësiat","tërësia","case_ending_error","sq","albanian_spelling_correction"
"soëm","sotëm","missing_letter","sq","albanian_spelling_correction"
"pal","palë","case_ending_error","sq","albanian_spelling_correction"
"shciptar","shqiptar","c_q_confusion","sq","albanian_spelling_correction"
"berë","bërë","missing_diacritic","sq","albanian_spelling_correction"
"argëthemi","argëtohemi","missing_letter","sq","albanian_spelling_correction"
"lxeojnë","lexojnë","letter_transposition","sq","albanian_spelling_correction"
"aktivtete","aktivitete","missing_letter","sq","albanian_spelling_correction"
"diskuojmë","diskutojmë","missing_letter","sq","albanian_spelling_correction"
"fjlë","fjalë","missing_letter","sq","albanian_spelling_correction"
"pjesëmarje","pjesëmarrje","digraph_reduction","sq","albanian_spelling_correction"
"sishe","shishe","digraph_reduction","sq","albanian_spelling_correction"
"vlersimi","vlerësimi","missing_letter","sq","albanian_spelling_correction"
"rarlibi","rralibi","letter_transposition","sq","albanian_spelling_correction"
"atkivitete","aktivitete","letter_transposition","sq","albanian_spelling_correction"
"klase","klasë","case_ending_error","sq","albanian_spelling_correction"
"gyjsh","gjysh","letter_transposition","sq","albanian_spelling_correction"
"mkasimal","maksimal","letter_transposition","sq","albanian_spelling_correction"
"proesi","procesi","missing_letter","sq","albanian_spelling_correction"
"shkolor","shkollor","missing_letter","sq","albanian_spelling_correction"
"traansform","transform","extra_letter","sq","albanian_spelling_correction"
"tradit","traditë","drop_final_vowel","sq","albanian_spelling_correction"
"nëzet","njëzet","digraph_reduction","sq","albanian_spelling_correction"
"shcip","shqip","c_q_confusion","sq","albanian_spelling_correction"
"qeveriat","qeveria","case_ending_error","sq","albanian_spelling_correction"
"taim","takim","missing_letter","sq","albanian_spelling_correction"
"imtshçar","imtshqar","c_q_confusion","sq","albanian_spelling_correction"
"ekssperiment","eksperiment","extra_letter","sq","albanian_spelling_correction"
"temmë","temë","extra_letter","sq","albanian_spelling_correction"
"diskutojme","diskutojmë","missing_diacritic","sq","albanian_spelling_correction"
"efikaitet","efikasitet","missing_letter","sq","albanian_spelling_correction"
"pam","pamë","case_ending_error","sq","albanian_spelling_correction"
"gatë","gjatë","digraph_reduction","sq","albanian_spelling_correction"
"fëmmijët","fëmijët","extra_letter","sq","albanian_spelling_correction"
"soku","shoku","digraph_reduction","sq","albanian_spelling_correction"
"pesëdjetë","pesëdhjetë","digraph_reduction","sq","albanian_spelling_correction"
"gjinorë","gjinore","case_ending_error","sq","albanian_spelling_correction"
"teta","tetë","case_ending_error","sq","albanian_spelling_correction"
"sknë","skenë","missing_letter","sq","albanian_spelling_correction"
"solidritet","solidaritet","missing_letter","sq","albanian_spelling_correction"
"rceiproke","reciproke","letter_transposition","sq","albanian_spelling_correction"
"ndihmojna","ndihmojnë","case_ending_error","sq","albanian_spelling_correction"
"sumtë","shumtë","digraph_reduction","sq","albanian_spelling_correction"
"çetë","qetë","c_q_confusion","sq","albanian_spelling_correction"
"dite","ditë","case_ending_error","sq","albanian_spelling_correction"
"vejtër","vjetër","letter_transposition","sq","albanian_spelling_correction"
"kupptoj","kuptoj","extra_letter","sq","albanian_spelling_correction"
"shfaqjë","shfaqje","case_ending_error","sq","albanian_spelling_correction"
"rruuga","rruga","extra_letter","sq","albanian_spelling_correction"
"troojekp","trojekp","extra_letter","sq","albanian_spelling_correction"
"mjiëfë","mijëfë","letter_transposition","sq","albanian_spelling_correction"
"kujtes","kujtesë","drop_final_vowel","sq","albanian_spelling_correction"
"çetësinë","qetësinë","c_q_confusion","sq","albanian_spelling_correction"
"makksimal","maksimal","extra_letter","sq","albanian_spelling_correction"
"korrigoj","korrigjoj","digraph_reduction","sq","albanian_spelling_correction"
"tabet","tablet","missing_letter","sq","albanian_spelling_correction"
"pushojme","pushojmë","case_ending_error","sq","albanian_spelling_correction"
"përremër","përemër","extra_letter","sq","albanian_spelling_correction"
"peme","pemë","missing_diacritic","sq","albanian_spelling_correction"
"ligjeave","ligjeve","case_ending_error","sq","albanian_spelling_correction"
"shpresa","shpresë","case_ending_error","sq","albanian_spelling_correction"
"shoët","shokët","missing_letter","sq","albanian_spelling_correction"
"gjëëpërgij","gjëpërgij","extra_letter","sq","albanian_spelling_correction"
"nreepsh","nrepsh","extra_letter","sq","albanian_spelling_correction"
"projektin","projekti","case_ending_error","sq","albanian_spelling_correction"
"kjudes","kujdes","letter_transposition","sq","albanian_spelling_correction"
"sohqëror","shoqëror","letter_transposition","sq","albanian_spelling_correction"
"vedi","vendi","missing_letter","sq","albanian_spelling_correction"
"uinversal","universal","letter_transposition","sq","albanian_spelling_correction"
"tjheshtë","thjeshtë","letter_transposition","sq","albanian_spelling_correction"
"seknë","skenë","letter_transposition","sq","albanian_spelling_correction"
"vëmedje","vëmendje","missing_letter","sq","albanian_spelling_correction"
"prëkushtim","përkushtim","letter_transposition","sq","albanian_spelling_correction"
"ktienoolg","ktienoolgj","digraph_reduction","sq","albanian_spelling_correction"
"pjesmarje","pjesmarrje","digraph_reduction","sq","albanian_spelling_correction"
"uinversitet","universitet","letter_transposition","sq","albanian_spelling_correction"
"guxximshëm","guximshëm","extra_letter","sq","albanian_spelling_correction"
"vleresimi","vlerësimi","missing_diacritic","sq","albanian_spelling_correction"
"deill","diell","letter_transposition","sq","albanian_spelling_correction"
"kuç","kuq","c_q_confusion","sq","albanian_spelling_correction"
"strukuruar","strukturuar","missing_letter","sq","albanian_spelling_correction"
"gjeografise","gjeografisë","case_ending_error","sq","albanian_spelling_correction"
"nidhmon","ndihmon","letter_transposition","sq","albanian_spelling_correction"
"lelid","lleid","letter_transposition","sq","albanian_spelling_correction"
"kalsë","klasë","letter_transposition","sq","albanian_spelling_correction"
"lxeojmë","lexojmë","letter_transposition","sq","albanian_spelling_correction"
"koppsht","kopsht","extra_letter","sq","albanian_spelling_correction"
"jeet","jepet","missing_letter","sq","albanian_spelling_correction"
"mtiess","mitess","letter_transposition","sq","albanian_spelling_correction"
"dikus","dikush","digraph_reduction","sq","albanian_spelling_correction"
"tehmeli","themeli","letter_transposition","sq","albanian_spelling_correction"
"arkitektura","arkitekturë","case_ending_error","sq","albanian_spelling_correction"
"kputoj","kuptoj","letter_transposition","sq","albanian_spelling_correction"
"hisstorike","historike","extra_letter","sq","albanian_spelling_correction"
"cmiokread","cimokread","letter_transposition","sq","albanian_spelling_correction"
"pala","palë","case_ending_error","sq","albanian_spelling_correction"
"orgganizojnë","organizojnë","extra_letter","sq","albanian_spelling_correction"
"qettë","qetë","extra_letter","sq","albanian_spelling_correction"
"vizton","viziton","missing_letter","sq","albanian_spelling_correction"
"nëxnës","nxënës","letter_transposition","sq","albanian_spelling_correction"
"prëkatësisë","përkatësisë","letter_transposition","sq","albanian_spelling_correction"
"arrtur","arritur","missing_letter","sq","albanian_spelling_correction"
"cimmarkode","cimarkode","extra_letter","sq","albanian_spelling_correction"
"njgyra","ngjyra","letter_transposition","sq","albanian_spelling_correction"
"skrim","shkrim","digraph_reduction","sq","albanian_spelling_correction"
"hipokri","hipokrit","case_ending_error","sq","albanian_spelling_correction"
"liddhëz","lidhëz","extra_letter","sq","albanian_spelling_correction"
"tëpërsëndetje","tëpërshëndetje","digraph_reduction","sq","albanian_spelling_correction"
"fammilje","familje","extra_letter","sq","albanian_spelling_correction"
"sakt","saktë","drop_final_vowel","sq","albanian_spelling_correction"
"paletrë","palestrë","missing_letter","sq","albanian_spelling_correction"
"iluustrim","ilustrim","extra_letter","sq","albanian_spelling_correction"
"çdara","çadra","letter_transposition","sq","albanian_spelling_correction"
"sihshe","shishe","letter_transposition","sq","albanian_spelling_correction"
"stëpisë","shtëpisë","digraph_reduction","sq","albanian_spelling_correction"
"fajlë","fjalë","letter_transposition","sq","albanian_spelling_correction"
"përskrim","përshkrim","missing_letter","sq","albanian_spelling_correction"
"shmmang","shmang","extra_letter","sq","albanian_spelling_correction"
"shëëndetshëm","shëndetshëm","extra_letter","sq","albanian_spelling_correction"
"tpëërshëndetje","tëpërshëndetje","letter_transposition","sq","albanian_spelling_correction"
"soqëri","shoqëri","digraph_reduction","sq","albanian_spelling_correction"
"garfi","grafi","letter_transposition","sq","albanian_spelling_correction"
"shëëron","shëron","extra_letter","sq","albanian_spelling_correction"
"face","faqe","c_q_confusion","sq","albanian_spelling_correction"
"rinna","rina","extra_letter","sq","albanian_spelling_correction"
"basshkëpunim","bashkëpunim","extra_letter","sq","albanian_spelling_correction"
"shumta","shumtë","case_ending_error","sq","albanian_spelling_correction"
"frike","frikë","case_ending_error","sq","albanian_spelling_correction"
"dotë","dotën","case_ending_error","sq","albanian_spelling_correction"
"familjës","familja","case_ending_error","sq","albanian_spelling_correction"
"sinçertë","sinqertë","c_q_confusion","sq","albanian_spelling_correction"
"orëëve","orëve","extra_letter","sq","albanian_spelling_correction"
"nagdaltë","ngadaltë","letter_transposition","sq","albanian_spelling_correction"
"tavoline","tavolinë","missing_diacritic","sq","albanian_spelling_correction"
"rasës","rasa","case_ending_error","sq","albanian_spelling_correction"
"gforeagji","gofreagji","letter_transposition","sq","albanian_spelling_correction"
"qete","qetë","case_ending_error","sq","albanian_spelling_correction"
"gruup","grup","extra_letter","sq","albanian_spelling_correction"
